"rgn_id","sector","year","value"
1,"cf",1999,2278.08
2,"cf",1999,2278.08
3,"cf",1999,2278.08
4,"cf",1999,2278.08
5,"cf",1999,2278.08
6,"cf",1999,2278.08
7,"cf",1999,2278.08
8,"cf",1999,2278.08
9,"cf",1999,2278.08
10,"cf",1999,2278.08
11,"cf",1999,2278.08
12,"cf",1999,2278.08
13,"cf",1999,2278.08
14,"cf",1999,2278.08
1,"cf",2000,2201.353
2,"cf",2000,2201.353
3,"cf",2000,2201.353
4,"cf",2000,2201.353
5,"cf",2000,2201.353
6,"cf",2000,2201.353
7,"cf",2000,2201.353
8,"cf",2000,2201.353
9,"cf",2000,2201.353
10,"cf",2000,2201.353
11,"cf",2000,2201.353
12,"cf",2000,2201.353
13,"cf",2000,2201.353
14,"cf",2000,2201.353
1,"cf",2001,2207.681
2,"cf",2001,2207.681
3,"cf",2001,2207.681
4,"cf",2001,2207.681
5,"cf",2001,2207.681
6,"cf",2001,2207.681
7,"cf",2001,2207.681
8,"cf",2001,2207.681
9,"cf",2001,2207.681
10,"cf",2001,2207.681
11,"cf",2001,2207.681
12,"cf",2001,2207.681
13,"cf",2001,2207.681
14,"cf",2001,2207.681
1,"cf",2002,1764.721
2,"cf",2002,1764.721
3,"cf",2002,1764.721
4,"cf",2002,1764.721
5,"cf",2002,1764.721
6,"cf",2002,1764.721
7,"cf",2002,1764.721
8,"cf",2002,1764.721
9,"cf",2002,1764.721
10,"cf",2002,1764.721
11,"cf",2002,1764.721
12,"cf",2002,1764.721
13,"cf",2002,1764.721
14,"cf",2002,1764.721
1,"cf",2003,1634.206
2,"cf",2003,1634.206
3,"cf",2003,1634.206
4,"cf",2003,1634.206
5,"cf",2003,1634.206
6,"cf",2003,1634.206
7,"cf",2003,1634.206
8,"cf",2003,1634.206
9,"cf",2003,1634.206
10,"cf",2003,1634.206
11,"cf",2003,1634.206
12,"cf",2003,1634.206
13,"cf",2003,1634.206
14,"cf",2003,1634.206
1,"cf",2004,1513.183
2,"cf",2004,1513.183
3,"cf",2004,1513.183
4,"cf",2004,1513.183
5,"cf",2004,1513.183
6,"cf",2004,1513.183
7,"cf",2004,1513.183
8,"cf",2004,1513.183
9,"cf",2004,1513.183
10,"cf",2004,1513.183
11,"cf",2004,1513.183
12,"cf",2004,1513.183
13,"cf",2004,1513.183
14,"cf",2004,1513.183
1,"tour",2005,57132.1113922
2,"tour",2005,57132.1113922
3,"tour",2005,57132.1113922
4,"tour",2005,57132.1113922
5,"tour",2005,57132.1113922
6,"tour",2005,57132.1113922
7,"tour",2005,57132.1113922
8,"tour",2005,57132.1113922
9,"tour",2005,57132.1113922
10,"tour",2005,57132.1113922
11,"tour",2005,57132.1113922
12,"tour",2005,57132.1113922
13,"tour",2005,57132.1113922
14,"tour",2005,57132.1113922
1,"tour",2006,59052.1249718
2,"tour",2006,59052.1249718
3,"tour",2006,59052.1249718
4,"tour",2006,59052.1249718
5,"tour",2006,59052.1249718
6,"tour",2006,59052.1249718
7,"tour",2006,59052.1249718
8,"tour",2006,59052.1249718
9,"tour",2006,59052.1249718
10,"tour",2006,59052.1249718
11,"tour",2006,59052.1249718
12,"tour",2006,59052.1249718
13,"tour",2006,59052.1249718
14,"tour",2006,59052.1249718
1,"tour",2007,59731.1541646
2,"tour",2007,59731.1541646
3,"tour",2007,59731.1541646
4,"tour",2007,59731.1541646
5,"tour",2007,59731.1541646
6,"tour",2007,59731.1541646
7,"tour",2007,59731.1541646
8,"tour",2007,59731.1541646
9,"tour",2007,59731.1541646
10,"tour",2007,59731.1541646
11,"tour",2007,59731.1541646
12,"tour",2007,59731.1541646
13,"tour",2007,59731.1541646
14,"tour",2007,59731.1541646
1,"tour",2008,57459.9185887
2,"tour",2008,57459.9185887
3,"tour",2008,57459.9185887
4,"tour",2008,57459.9185887
5,"tour",2008,57459.9185887
6,"tour",2008,57459.9185887
7,"tour",2008,57459.9185887
8,"tour",2008,57459.9185887
9,"tour",2008,57459.9185887
10,"tour",2008,57459.9185887
11,"tour",2008,57459.9185887
12,"tour",2008,57459.9185887
13,"tour",2008,57459.9185887
14,"tour",2008,57459.9185887
1,"tour",2009,61838.4861422
2,"tour",2009,61838.4861422
3,"tour",2009,61838.4861422
4,"tour",2009,61838.4861422
5,"tour",2009,61838.4861422
6,"tour",2009,61838.4861422
7,"tour",2009,61838.4861422
8,"tour",2009,61838.4861422
9,"tour",2009,61838.4861422
10,"tour",2009,61838.4861422
11,"tour",2009,61838.4861422
12,"tour",2009,61838.4861422
13,"tour",2009,61838.4861422
14,"tour",2009,61838.4861422
1,"tour",2010,60082.3761609
2,"tour",2010,60082.3761609
3,"tour",2010,60082.3761609
4,"tour",2010,60082.3761609
5,"tour",2010,60082.3761609
6,"tour",2010,60082.3761609
7,"tour",2010,60082.3761609
8,"tour",2010,60082.3761609
9,"tour",2010,60082.3761609
10,"tour",2010,60082.3761609
11,"tour",2010,60082.3761609
12,"tour",2010,60082.3761609
13,"tour",2010,60082.3761609
14,"tour",2010,60082.3761609
