"rgn_id","component","value"
2,"livelihood",1
11,"livelihood",1
5,"livelihood",1
4,"livelihood",1
3,"livelihood",1
14,"livelihood",1
7,"livelihood",1
1,"livelihood",1
8,"livelihood",1
9,"livelihood",1
10,"livelihood",1
13,"livelihood",1
12,"livelihood",1
6,"livelihood",1
2,"economy",1
11,"economy",1
5,"economy",1
4,"economy",1
3,"economy",1
14,"economy",1
7,"economy",1
1,"economy",1
8,"economy",1
9,"economy",1
10,"economy",1
13,"economy",1
12,"economy",1
6,"economy",1
