"rgn_id","type","label"
1,"eez","Skåne"
2,"eez","Blekinge"
3,"eez","Kalmar"
4,"eez","Halland"
5,"eez","Gotland"
6,"eez","Västra Götaland"
7,"eez","Östergötland"
8,"eez","Södermanland"
9,"eez","Stockholm"
10,"eez","Uppsala"
11,"eez","Gävleborg"
12,"eez","Västernorrland"
13,"eez","Västerbotten"
14,"eez","Norrbotten"
