"sector","value","cntry_key"
"cf",8968.28577585634,"SWE"
"ph",8336.14066516398,"SWE"
"sb",10543.2749781115,"SWE"
"tour",25170.1068288056,"SWE"
"tran",28600.480785728,"SWE"
